Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game,Home Team ID,Visiting Team ID
2025-04-11,22401182,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,SAS,West,Southwest,No,Yes,1610612756,1610612759
2025-04-11,22401181,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,OKC,West,Northwest,Yes,Yes,1610612762,1610612760
2025-04-11,22401180,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MEM,West,Southwest,No,Yes,1610612743,1610612763
2025-04-11,22401171,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,MIL,East,Central,Yes,Yes,1610612765,1610612749
2025-04-11,22401178,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,TOR,East,Atlantic,No,No,1610612742,1610612761
2025-04-11,22401177,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MIA,East,Southeast,No,No,1610612740,1610612748
2025-04-11,22401176,8:00 pm ET,United Center,Chicago,CHI,East,Central,WAS,East,Southeast,No,Yes,1610612741,1610612764
2025-04-11,22401175,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,CLE,East,Central,No,Yes,1610612752,1610612739
2025-04-11,22401174,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,CHA,East,Southeast,No,Yes,1610612738,1610612766
2025-04-11,22401173,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,ATL,East,Southeast,No,Yes,1610612755,1610612737
2025-04-11,22401172,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,ORL,East,Southeast,No,Yes,1610612754,1610612753
2025-04-11,22401179,9:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,BKN,East,Atlantic,No,No,1610612750,1610612751
2025-04-13,22401200,3:30 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,PHX,West,Pacific,Yes,Yes,1610612758,1610612756
2025-04-13,22401199,3:30 pm ET,Moda Center,Portland,POR,West,Northwest,LAL,West,Pacific,No,Yes,1610612757,1610612747
2025-04-13,22401198,3:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,LAC,West,Pacific,Yes,Yes,1610612744,1610612746
2025-04-13,22401197,3:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,TOR,East,Atlantic,No,No,1610612759,1610612761
2025-04-13,22401196,3:30 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,OKC,West,Northwest,No,Yes,1610612740,1610612760
2025-04-13,22401195,3:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,UTA,West,Northwest,Yes,Yes,1610612750,1610612762
2025-04-13,22401191,1:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CHI,East,Central,No,Yes,1610612755,1610612741
2025-04-13,22401193,3:30 pm ET,Toyota Center,Houston,HOU,West,Southwest,DEN,West,Northwest,No,Yes,1610612745,1610612743
2025-04-13,22401192,1:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DET,East,Central,Yes,Yes,1610612749,1610612765
2025-04-13,22401190,1:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,WAS,East,Southeast,Yes,Yes,1610612748,1610612764
2025-04-13,22401189,1:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,IND,East,Central,Yes,Yes,1610612739,1610612754
2025-04-13,22401188,1:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,NYK,East,Atlantic,Yes,Yes,1610612751,1610612752
2025-04-13,22401187,1:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,CHA,East,Southeast,No,Yes,1610612738,1610612766
2025-04-13,22401194,3:30 pm ET,FedExForum,Memphis,MEM,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612763,1610612742
2025-04-13,22401186,1:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,ORL,East,Southeast,Yes,Yes,1610612737,1610612753
